"ID","Name","Form","Type1","Type2","Total","HP","Attack","Defense","Sp. Atk","Sp. Def","Speed","Generation"
389,"Torterra"," ","Grass","Ground",525,95,109,105,75,85,56,4
390,"Chimchar"," ","Fire"," ",309,44,58,44,58,44,61,4
391,"Monferno"," ","Fire","Fighting",405,64,78,52,78,52,81,4
392,"Infernape"," ","Fire","Fighting",534,76,104,71,104,71,108,4
393,"Piplup"," ","Water"," ",314,53,51,53,61,56,40,4
394,"Prinplup"," ","Water"," ",405,64,66,68,81,76,50,4
395,"Empoleon"," ","Water","Steel",530,84,86,88,111,101,60,4
396,"Starly"," ","Normal","Flying",245,40,55,30,30,30,60,4
397,"Staravia"," ","Normal","Flying",340,55,75,50,40,40,80,4
398,"Staraptor"," ","Normal","Flying",485,85,120,70,50,60,100,4
399,"Bidoof"," ","Normal"," ",250,59,45,40,35,40,31,4
400,"Bibarel"," ","Normal","Water",410,79,85,60,55,60,71,4
401,"Kricketot"," ","Bug"," ",194,37,25,41,25,41,25,4
402,"Kricketune"," ","Bug"," ",384,77,85,51,55,51,65,4
403,"Shinx"," ","Electric"," ",263,45,65,34,40,34,45,4
404,"Luxio"," ","Electric"," ",363,60,85,49,60,49,60,4
405,"Luxray"," ","Electric"," ",523,80,120,79,95,79,70,4
406,"Budew"," ","Grass","Poison",280,40,30,35,50,70,55,4
407,"Roserade"," ","Grass","Poison",515,60,70,65,125,105,90,4
408,"Cranidos"," ","Rock"," ",350,67,125,40,30,30,58,4
409,"Rampardos"," ","Rock"," ",495,97,165,60,65,50,58,4
410,"Shieldon"," ","Rock","Steel",350,30,42,118,42,88,30,4
411,"Bastiodon"," ","Rock","Steel",495,60,52,168,47,138,30,4
412,"Burmy","Plant Cloak","Bug"," ",224,40,29,45,29,45,36,4
412,"Burmy","Sandy Cloak","Bug"," ",224,40,29,45,29,45,36,4
412,"Burmy","Trash Cloak","Bug"," ",224,40,29,45,29,45,36,4
413,"Wormadam","Plant Cloak","Bug","Grass",424,60,59,85,79,105,36,4
413,"Wormadam","Sandy Cloak","Bug","Ground",424,60,79,105,59,85,36,4
413,"Wormadam","Trash Cloak","Bug","Steel",424,60,69,95,69,95,36,4
414,"Mothim"," ","Bug","Flying",424,70,94,50,94,50,66,4
415,"Combee"," ","Bug","Flying",244,30,30,42,30,42,70,4
416,"Vespiquen"," ","Bug","Flying",474,70,80,102,80,102,40,4
417,"Pachirisu"," ","Electric"," ",405,60,45,70,45,90,95,4
418,"Buizel"," ","Water"," ",330,55,65,35,60,30,85,4
419,"Floatzel"," ","Water"," ",495,85,105,55,85,50,115,4
420,"Cherubi"," ","Grass"," ",275,45,35,45,62,53,35,4
421,"Cherrim"," ","Grass"," ",450,70,60,70,87,78,85,4
422,"Shellos"," ","Water"," ",325,76,48,48,57,62,34,4
423,"Gastrodon"," ","Water","Ground",475,111,83,68,92,82,39,4
424,"Ambipom"," ","Normal"," ",482,75,100,66,60,66,115,4
425,"Drifloon"," ","Ghost","Flying",348,90,50,34,60,44,70,4
426,"Drifblim"," ","Ghost","Flying",498,150,80,44,90,54,80,4
427,"Buneary"," ","Normal"," ",350,55,66,44,44,56,85,4
428,"Lopunny"," ","Normal"," ",480,65,76,84,54,96,105,4
429,"Mismagius"," ","Ghost"," ",495,60,60,60,105,105,105,4
430,"Honchkrow"," ","Dark","Flying",505,100,125,52,105,52,71,4
431,"Glameow"," ","Normal"," ",310,49,55,42,42,37,85,4
432,"Purugly"," ","Normal"," ",452,71,82,64,64,59,112,4
433,"Chingling"," ","Psychic"," ",285,45,30,50,65,50,45,4
434,"Stunky"," ","Poison","Dark",329,63,63,47,41,41,74,4
435,"Skuntank"," ","Poison","Dark",479,103,93,67,71,61,84,4
436,"Bronzor"," ","Steel","Psychic",300,57,24,86,24,86,23,4
437,"Bronzong"," ","Steel","Psychic",500,67,89,116,79,116,33,4
438,"Bonsly"," ","Rock"," ",290,50,80,95,10,45,10,4
439,"Mime Jr."," ","Psychic","Fairy",310,20,25,45,70,90,60,4
440,"Happiny"," ","Normal"," ",220,100,5,5,15,65,30,4
441,"Chatot"," ","Normal","Flying",411,76,65,45,92,42,91,4
442,"Spiritomb"," ","Ghost","Dark",485,50,92,108,92,108,35,4
443,"Gible"," ","Dragon","Ground",300,58,70,45,40,45,42,4
444,"Gabite"," ","Dragon","Ground",410,68,90,65,50,55,82,4
445,"Garchomp"," ","Dragon","Ground",600,108,130,95,80,85,102,4
446,"Munchlax"," ","Normal"," ",390,135,85,40,40,85,5,4
447,"Riolu"," ","Fighting"," ",285,40,70,40,35,40,60,4
448,"Lucario"," ","Fighting","Steel",525,70,110,70,115,70,90,4
449,"Hippopotas"," ","Ground"," ",330,68,72,78,38,42,32,4
450,"Hippowdon"," ","Ground"," ",525,108,112,118,68,72,47,4
451,"Skorupi"," ","Poison","Bug",330,40,50,90,30,55,65,4
452,"Drapion"," ","Poison","Dark",500,70,90,110,60,75,95,4
453,"Croagunk"," ","Poison","Fighting",300,48,61,40,61,40,50,4
454,"Toxicroak"," ","Poison","Fighting",490,83,106,65,86,65,85,4
455,"Carnivine"," ","Grass"," ",454,74,100,72,90,72,46,4
456,"Finneon"," ","Water"," ",330,49,49,56,49,61,66,4
457,"Lumineon"," ","Water"," ",460,69,69,76,69,86,91,4
458,"Mantyke"," ","Water","Flying",345,45,20,50,60,120,50,4
459,"Snover"," ","Grass","Ice",334,60,62,50,62,60,40,4
460,"Abomasnow"," ","Grass","Ice",494,90,92,75,92,85,60,4
461,"Weavile"," ","Dark","Ice",510,70,120,65,45,85,125,4
462,"Magnezone"," ","Electric","Steel",535,70,70,115,130,90,60,4
463,"Lickilicky"," ","Normal"," ",515,110,85,95,80,95,50,4
464,"Rhyperior"," ","Ground","Rock",535,115,140,130,55,55,40,4
465,"Tangrowth"," ","Grass"," ",535,100,100,125,110,50,50,4
466,"Electivire"," ","Electric"," ",540,75,123,67,95,85,95,4
467,"Magmortar"," ","Fire"," ",540,75,95,67,125,95,83,4
468,"Togekiss"," ","Fairy","Flying",545,85,50,95,120,115,80,4
469,"Yanmega"," ","Bug","Flying",515,86,76,86,116,56,95,4
470,"Leafeon"," ","Grass"," ",525,65,110,130,60,65,95,4
471,"Glaceon"," ","Ice"," ",525,65,60,110,130,95,65,4
472,"Gliscor"," ","Ground","Flying",510,75,95,125,45,75,95,4
473,"Mamoswine"," ","Ice","Ground",530,110,130,80,70,60,80,4
474,"Porygon-Z"," ","Normal"," ",535,85,80,70,135,75,90,4
475,"Gallade"," ","Psychic","Fighting",518,68,125,65,65,115,80,4
476,"Probopass"," ","Rock","Steel",525,60,55,145,75,150,40,4
477,"Dusknoir"," ","Ghost"," ",525,45,100,135,65,135,45,4
478,"Froslass"," ","Ice","Ghost",480,70,80,70,80,70,110,4
479,"Rotom"," ","Electric","Ghost",440,50,50,77,95,77,91,4
479,"Rotom","Heat Rotom","Electric","Fire",520,50,65,107,105,107,86,4
479,"Rotom","Wash Rotom","Electric","Water",520,50,65,107,105,107,86,4
479,"Rotom","Frost Rotom","Electric","Ice",520,50,65,107,105,107,86,4
479,"Rotom","Fan Rotom","Electric","Flying",520,50,65,107,105,107,86,4
479,"Rotom","Mow Rotom","Electric","Grass",520,50,65,107,105,107,86,4
480,"Uxie"," ","Psychic"," ",580,75,75,130,75,130,95,4
481,"Mesprit"," ","Psychic"," ",580,80,105,105,105,105,80,4
482,"Azelf"," ","Psychic"," ",580,75,125,70,125,70,115,4
483,"Dialga"," ","Steel","Dragon",680,100,120,120,150,100,90,4
484,"Palkia"," ","Water","Dragon",680,90,120,100,150,120,100,4
485,"Heatran"," ","Fire","Steel",600,91,90,106,130,106,77,4
486,"Regigigas"," ","Normal"," ",670,110,160,110,80,110,100,4
487,"Giratina","Altered Forme","Ghost","Dragon",680,150,100,120,100,120,90,4
487,"Giratina","Origin Forme","Ghost","Dragon",680,150,120,100,120,100,90,4
488,"Cresselia"," ","Psychic"," ",580,120,70,110,75,120,85,4
489,"Phione"," ","Water"," ",480,80,80,80,80,80,80,4
490,"Manaphy"," ","Water"," ",600,100,100,100,100,100,100,4
491,"Darkrai"," ","Dark"," ",600,70,90,90,135,90,125,4
492,"Shaymin","Land Forme","Grass"," ",600,100,100,100,100,100,100,4
492,"Shaymin","Sky Forme","Grass","Flying",600,100,103,75,120,75,127,4
493,"Arceus"," ","Normal"," ",720,120,120,120,120,120,120,4
494,"Victini"," ","Psychic","Fire",600,100,100,100,100,100,100,5
495,"Snivy"," ","Grass"," ",308,45,45,55,45,55,63,5
496,"Servine"," ","Grass"," ",413,60,60,75,60,75,83,5
497,"Serperior"," ","Grass"," ",528,75,75,95,75,95,113,5
498,"Tepig"," ","Fire"," ",308,65,63,45,45,45,45,5
499,"Pignite"," ","Fire","Fighting",418,90,93,55,70,55,55,5
500,"Emboar"," ","Fire","Fighting",528,110,123,65,100,65,65,5
501,"Oshawott"," ","Water"," ",308,55,55,45,63,45,45,5
502,"Dewott"," ","Water"," ",413,75,75,60,83,60,60,5
503,"Samurott"," ","Water"," ",528,95,100,85,108,70,70,5
504,"Patrat"," ","Normal"," ",255,45,55,39,35,39,42,5
505,"Watchog"," ","Normal"," ",420,60,85,69,60,69,77,5
506,"Lillipup"," ","Normal"," ",275,45,60,45,25,45,55,5
507,"Herdier"," ","Normal"," ",370,65,80,65,35,65,60,5
508,"Stoutland"," ","Normal"," ",500,85,110,90,45,90,80,5
509,"Purrloin"," ","Dark"," ",281,41,50,37,50,37,66,5
510,"Liepard"," ","Dark"," ",446,64,88,50,88,50,106,5
511,"Pansage"," ","Grass"," ",316,50,53,48,53,48,64,5
512,"Simisage"," ","Grass"," ",498,75,98,63,98,63,101,5
513,"Pansear"," ","Fire"," ",316,50,53,48,53,48,64,5
514,"Simisear"," ","Fire"," ",498,75,98,63,98,63,101,5
515,"Panpour"," ","Water"," ",316,50,53,48,53,48,64,5
516,"Simipour"," ","Water"," ",498,75,98,63,98,63,101,5
517,"Munna"," ","Psychic"," ",292,76,25,45,67,55,24,5
518,"Musharna"," ","Psychic"," ",487,116,55,85,107,95,29,5
519,"Pidove"," ","Normal","Flying",264,50,55,50,36,30,43,5
520,"Tranquill"," ","Normal","Flying",358,62,77,62,50,42,65,5
521,"Unfezant"," ","Normal","Flying",488,80,115,80,65,55,93,5
522,"Blitzle"," ","Electric"," ",295,45,60,32,50,32,76,5
523,"Zebstrika"," ","Electric"," ",497,75,100,63,80,63,116,5
524,"Roggenrola"," ","Rock"," ",280,55,75,85,25,25,15,5
525,"Boldore"," ","Rock"," ",390,70,105,105,50,40,20,5
526,"Gigalith"," ","Rock"," ",515,85,135,130,60,80,25,5
527,"Woobat"," ","Psychic","Flying",323,65,45,43,55,43,72,5
528,"Swoobat"," ","Psychic","Flying",425,67,57,55,77,55,114,5
529,"Drilbur"," ","Ground"," ",328,60,85,40,30,45,68,5
530,"Excadrill"," ","Ground","Steel",508,110,135,60,50,65,88,5
531,"Audino"," ","Normal"," ",445,103,60,86,60,86,50,5
532,"Timburr"," ","Fighting"," ",305,75,80,55,25,35,35,5
533,"Gurdurr"," ","Fighting"," ",405,85,105,85,40,50,40,5
534,"Conkeldurr"," ","Fighting"," ",505,105,140,95,55,65,45,5
535,"Tympole"," ","Water"," ",294,50,50,40,50,40,64,5
536,"Palpitoad"," ","Water","Ground",384,75,65,55,65,55,69,5
537,"Seismitoad"," ","Water","Ground",509,105,95,75,85,75,74,5
538,"Throh"," ","Fighting"," ",465,120,100,85,30,85,45,5
539,"Sawk"," ","Fighting"," ",465,75,125,75,30,75,85,5
540,"Sewaddle"," ","Bug","Grass",310,45,53,70,40,60,42,5
541,"Swadloon"," ","Bug","Grass",380,55,63,90,50,80,42,5
542,"Leavanny"," ","Bug","Grass",500,75,103,80,70,80,92,5
543,"Venipede"," ","Bug","Poison",260,30,45,59,30,39,57,5
544,"Whirlipede"," ","Bug","Poison",360,40,55,99,40,79,47,5
545,"Scolipede"," ","Bug","Poison",485,60,100,89,55,69,112,5
546,"Cottonee"," ","Grass","Fairy",280,40,27,60,37,50,66,5
547,"Whimsicott"," ","Grass","Fairy",480,60,67,85,77,75,116,5
548,"Petilil"," ","Grass"," ",280,45,35,50,70,50,30,5
549,"Lilligant"," ","Grass"," ",480,70,60,75,110,75,90,5
550,"Basculin","Red-Striped Form","Water"," ",460,70,92,65,80,55,98,5
550,"Basculin","Blue-Striped Form","Water"," ",460,70,92,65,80,55,98,5
551,"Sandile"," ","Ground","Dark",292,50,72,35,35,35,65,5
552,"Krokorok"," ","Ground","Dark",351,60,82,45,45,45,74,5
553,"Krookodile"," ","Ground","Dark",519,95,117,80,65,70,92,5
554,"Darumaka"," ","Fire"," ",315,70,90,45,15,45,50,5
555,"Darmanitan","Standard Mode","Fire"," ",480,105,140,55,30,55,95,5
555,"Darmanitan","Zen Mode","Fire","Psychic",540,105,30,105,140,105,55,5
556,"Maractus"," ","Grass"," ",461,75,86,67,106,67,60,5
557,"Dwebble"," ","Bug","Rock",325,50,65,85,35,35,55,5
558,"Crustle"," ","Bug","Rock",485,70,105,125,65,75,45,5
559,"Scraggy"," ","Dark","Fighting",348,50,75,70,35,70,48,5
560,"Scrafty"," ","Dark","Fighting",488,65,90,115,45,115,58,5
561,"Sigilyph"," ","Psychic","Flying",490,72,58,80,103,80,97,5
562,"Yamask"," ","Ghost"," ",303,38,30,85,55,65,30,5
563,"Cofagrigus"," ","Ghost"," ",483,58,50,145,95,105,30,5
564,"Tirtouga"," ","Water","Rock",355,54,78,103,53,45,22,5
565,"Carracosta"," ","Water","Rock",495,74,108,133,83,65,32,5
566,"Archen"," ","Rock","Flying",401,55,112,45,74,45,70,5
567,"Archeops"," ","Rock","Flying",567,75,140,65,112,65,110,5
568,"Trubbish"," ","Poison"," ",329,50,50,62,40,62,65,5
569,"Garbodor"," ","Poison"," ",474,80,95,82,60,82,75,5
570,"Zorua"," ","Dark"," ",330,40,65,40,80,40,65,5
571,"Zoroark"," ","Dark"," ",510,60,105,60,120,60,105,5
572,"Minccino"," ","Normal"," ",300,55,50,40,40,40,75,5
573,"Cinccino"," ","Normal"," ",470,75,95,60,65,60,115,5
574,"Gothita"," ","Psychic"," ",290,45,30,50,55,65,45,5
575,"Gothorita"," ","Psychic"," ",390,60,45,70,75,85,55,5
576,"Gothitelle"," ","Psychic"," ",490,70,55,95,95,110,65,5
577,"Solosis"," ","Psychic"," ",290,45,30,40,105,50,20,5
578,"Duosion"," ","Psychic"," ",370,65,40,50,125,60,30,5
579,"Reuniclus"," ","Psychic"," ",490,110,65,75,125,85,30,5
580,"Ducklett"," ","Water","Flying",305,62,44,50,44,50,55,5
581,"Swanna"," ","Water","Flying",473,75,87,63,87,63,98,5
582,"Vanillite"," ","Ice"," ",305,36,50,50,65,60,44,5
583,"Vanillish"," ","Ice"," ",395,51,65,65,80,75,59,5
584,"Vanilluxe"," ","Ice"," ",535,71,95,85,110,95,79,5
585,"Deerling"," ","Normal","Grass",335,60,60,50,40,50,75,5
586,"Sawsbuck"," ","Normal","Grass",475,80,100,70,60,70,95,5
587,"Emolga"," ","Electric","Flying",428,55,75,60,75,60,103,5
588,"Karrablast"," ","Bug"," ",315,50,75,45,40,45,60,5
589,"Escavalier"," ","Bug","Steel",495,70,135,105,60,105,20,5
590,"Foongus"," ","Grass","Poison",294,69,55,45,55,55,15,5
591,"Amoonguss"," ","Grass","Poison",464,114,85,70,85,80,30,5
592,"Frillish"," ","Water","Ghost",335,55,40,50,65,85,40,5
593,"Jellicent"," ","Water","Ghost",480,100,60,70,85,105,60,5
594,"Alomomola"," ","Water"," ",470,165,75,80,40,45,65,5
595,"Joltik"," ","Bug","Electric",319,50,47,50,57,50,65,5
596,"Galvantula"," ","Bug","Electric",472,70,77,60,97,60,108,5
597,"Ferroseed"," ","Grass","Steel",305,44,50,91,24,86,10,5
598,"Ferrothorn"," ","Grass","Steel",489,74,94,131,54,116,20,5
599,"Klink"," ","Steel"," ",300,40,55,70,45,60,30,5
600,"Klang"," ","Steel"," ",440,60,80,95,70,85,50,5
601,"Klinklang"," ","Steel"," ",520,60,100,115,70,85,90,5
602,"Tynamo"," ","Electric"," ",275,35,55,40,45,40,60,5
603,"Eelektrik"," ","Electric"," ",405,65,85,70,75,70,40,5
604,"Eelektross"," ","Electric"," ",515,85,115,80,105,80,50,5
605,"Elgyem"," ","Psychic"," ",335,55,55,55,85,55,30,5
606,"Beheeyem"," ","Psychic"," ",485,75,75,75,125,95,40,5
607,"Litwick"," ","Ghost","Fire",275,50,30,55,65,55,20,5
608,"Lampent"," ","Ghost","Fire",370,60,40,60,95,60,55,5
609,"Chandelure"," ","Ghost","Fire",520,60,55,90,145,90,80,5
610,"Axew"," ","Dragon"," ",320,46,87,60,30,40,57,5
611,"Fraxure"," ","Dragon"," ",410,66,117,70,40,50,67,5
612,"Haxorus"," ","Dragon"," ",540,76,147,90,60,70,97,5
613,"Cubchoo"," ","Ice"," ",305,55,70,40,60,40,40,5
614,"Beartic"," ","Ice"," ",505,95,130,80,70,80,50,5
615,"Cryogonal"," ","Ice"," ",515,80,50,50,95,135,105,5
616,"Shelmet"," ","Bug"," ",305,50,40,85,40,65,25,5
617,"Accelgor"," ","Bug"," ",495,80,70,40,100,60,145,5
618,"Stunfisk"," ","Ground","Electric",471,109,66,84,81,99,32,5
619,"Mienfoo"," ","Fighting"," ",350,45,85,50,55,50,65,5
620,"Mienshao"," ","Fighting"," ",510,65,125,60,95,60,105,5
621,"Druddigon"," ","Dragon"," ",485,77,120,90,60,90,48,5
622,"Golett"," ","Ground","Ghost",303,59,74,50,35,50,35,5
623,"Golurk"," ","Ground","Ghost",483,89,124,80,55,80,55,5
624,"Pawniard"," ","Dark","Steel",340,45,85,70,40,40,60,5
625,"Bisharp"," ","Dark","Steel",490,65,125,100,60,70,70,5
626,"Bouffalant"," ","Normal"," ",490,95,110,95,40,95,55,5
627,"Rufflet"," ","Normal","Flying",350,70,83,50,37,50,60,5
628,"Braviary"," ","Normal","Flying",510,100,123,75,57,75,80,5
629,"Vullaby"," ","Dark","Flying",370,70,55,75,45,65,60,5
630,"Mandibuzz"," ","Dark","Flying",510,110,65,105,55,95,80,5
631,"Heatmor"," ","Fire"," ",484,85,97,66,105,66,65,5
632,"Durant"," ","Bug","Steel",484,58,109,112,48,48,109,5
633,"Deino"," ","Dark","Dragon",300,52,65,50,45,50,38,5
634,"Zweilous"," ","Dark","Dragon",420,72,85,70,65,70,58,5
635,"Hydreigon"," ","Dark","Dragon",600,92,105,90,125,90,98,5
636,"Larvesta"," ","Bug","Fire",360,55,85,55,50,55,60,5
637,"Volcarona"," ","Bug","Fire",550,85,60,65,135,105,100,5
638,"Cobalion"," ","Steel","Fighting",580,91,90,129,90,72,108,5
639,"Terrakion"," ","Rock","Fighting",580,91,129,90,72,90,108,5
640,"Virizion"," ","Grass","Fighting",580,91,90,72,90,129,108,5
641,"Tornadus","Incarnate Forme","Flying"," ",580,79,115,70,125,80,111,5
641,"Tornadus","Therian Forme","Flying"," ",580,79,100,80,110,90,121,5
642,"Thundurus","Incarnate Forme","Electric","Flying",580,79,115,70,125,80,111,5
642,"Thundurus","Therian Forme","Electric","Flying",580,79,105,70,145,80,101,5
643,"Reshiram"," ","Dragon","Fire",680,100,120,100,150,120,90,5
644,"Zekrom"," ","Dragon","Electric",680,100,150,120,120,100,90,5
645,"Landorus","Incarnate Forme","Ground","Flying",600,89,125,90,115,80,101,5
645,"Landorus","Therian Forme","Ground","Flying",600,89,145,90,105,80,91,5
646,"Kyurem"," ","Dragon","Ice",660,125,130,90,130,90,95,5
646,"Kyurem","White Kyurem","Dragon","Ice",700,125,120,90,170,100,95,5
646,"Kyurem","Black Kyurem","Dragon","Ice",700,125,170,100,120,90,95,5
647,"Keldeo","Ordinary Form","Water","Fighting",580,91,72,90,129,90,108,5
647,"Keldeo","Resolute Form","Water","Fighting",580,91,72,90,129,90,108,5
648,"Meloetta","Aria Forme","Normal","Psychic",600,100,77,77,128,128,90,5
648,"Meloetta","Pirouette Forme","Normal","Fighting",600,100,128,90,77,77,128,5
649,"Genesect"," ","Bug","Steel",600,71,120,95,120,95,99,5
3,"Venusaur","Mega Venusaur","Grass","Poison",625,80,100,123,122,120,80,6
6,"Charizard","Mega Charizard X","Fire","Dragon",634,78,130,111,130,85,100,6
6,"Charizard","Mega Charizard Y","Fire","Flying",634,78,104,78,159,115,100,6
9,"Blastoise","Mega Blastoise","Water"," ",630,79,103,120,135,115,78,6
15,"Beedrill","Mega Beedrill","Bug","Poison",495,65,150,40,15,80,145,6
18,"Pidgeot","Mega Pidgeot","Normal","Flying",579,83,80,80,135,80,121,6
65,"Alakazam","Mega Alakazam","Psychic"," ",600,55,50,65,175,105,150,6
80,"Slowbro","Mega Slowbro","Water","Psychic",590,95,75,180,130,80,30,6
94,"Gengar","Mega Gengar","Ghost","Poison",600,60,65,80,170,95,130,6
115,"Kangaskhan","Mega Kangaskhan","Normal"," ",590,105,125,100,60,100,100,6
127,"Pinsir","Mega Pinsir","Bug","Flying",600,65,155,120,65,90,105,6
130,"Gyarados","Mega Gyarados","Water","Dark",640,95,155,109,70,130,81,6
142,"Aerodactyl","Mega Aerodactyl","Rock","Flying",615,80,135,85,70,95,150,6
150,"Mewtwo","Mega Mewtwo X","Psychic","Fighting",780,106,190,100,154,100,130,6
150,"Mewtwo","Mega Mewtwo Y","Psychic"," ",780,106,150,70,194,120,140,6
181,"Ampharos","Mega Ampharos","Electric","Dragon",610,90,95,105,165,110,45,6
208,"Steelix","Mega Steelix","Steel","Ground",610,75,125,230,55,95,30,6
212,"Scizor","Mega Scizor","Bug","Steel",600,70,150,140,65,100,75,6
214,"Heracross","Mega Heracross","Bug","Fighting",600,80,185,115,40,105,75,6
229,"Houndoom","Mega Houndoom","Dark","Fire",600,75,90,90,140,90,115,6
248,"Tyranitar","Mega Tyranitar","Rock","Dark",700,100,164,150,95,120,71,6
254,"Sceptile","Mega Sceptile","Grass","Dragon",630,70,110,75,145,85,145,6
257,"Blaziken","Mega Blaziken","Fire","Fighting",630,80,160,80,130,80,100,6
260,"Swampert","Mega Swampert","Water","Ground",635,100,150,110,95,110,70,6
282,"Gardevoir","Mega Gardevoir","Psychic","Fairy",618,68,85,65,165,135,100,6
302,"Sableye","Mega Sableye","Dark","Ghost",480,50,85,125,85,115,20,6
303,"Mawile","Mega Mawile","Steel","Fairy",480,50,105,125,55,95,50,6
306,"Aggron","Mega Aggron","Steel"," ",630,70,140,230,60,80,50,6
308,"Medicham","Mega Medicham","Fighting","Psychic",510,60,100,85,80,85,100,6
310,"Manectric","Mega Manectric","Electric"," ",575,70,75,80,135,80,135,6
319,"Sharpedo","Mega Sharpedo","Water","Dark",560,70,140,70,110,65,105,6
323,"Camerupt","Mega Camerupt","Fire","Ground",560,70,120,100,145,105,20,6
334,"Altaria","Mega Altaria","Dragon","Fairy",590,75,110,110,110,105,80,6
354,"Banette","Mega Banette","Ghost"," ",555,64,165,75,93,83,75,6
359,"Absol","Mega Absol","Dark"," ",565,65,150,60,115,60,115,6
362,"Glalie","Mega Glalie","Ice"," ",580,80,120,80,120,80,100,6
373,"Salamence","Mega Salamence","Dragon","Flying",700,95,145,130,120,90,120,6
376,"Metagross","Mega Metagross","Steel","Psychic",700,80,145,150,105,110,110,6
380,"Latias","Mega Latias","Dragon","Psychic",700,80,100,120,140,150,110,6
381,"Latios","Mega Latios","Dragon","Psychic",700,80,130,100,160,120,110,6
382,"Kyogre","Primal Kyogre","Water"," ",770,100,150,90,180,160,90,6
383,"Groudon","Primal Groudon","Ground","Fire",770,100,180,160,150,90,90,6
384,"Rayquaza","Mega Rayquaza","Dragon","Flying",780,105,180,100,180,100,115,6
428,"Lopunny","Mega Lopunny","Normal","Fighting",580,65,136,94,54,96,135,6
445,"Garchomp","Mega Garchomp","Dragon","Ground",700,108,170,115,120,95,92,6
448,"Lucario","Mega Lucario","Fighting","Steel",625,70,145,88,140,70,112,6
460,"Abomasnow","Mega Abomasnow","Grass","Ice",594,90,132,105,132,105,30,6
475,"Gallade","Mega Gallade","Psychic","Fighting",618,68,165,95,65,115,110,6
531,"Audino","Mega Audino","Normal","Fairy",545,103,60,126,80,126,50,6
650,"Chespin"," ","Grass"," ",313,56,61,65,48,45,38,6
651,"Quilladin"," ","Grass"," ",405,61,78,95,56,58,57,6
652,"Chesnaught"," ","Grass","Fighting",530,88,107,122,74,75,64,6
653,"Fennekin"," ","Fire"," ",307,40,45,40,62,60,60,6
654,"Braixen"," ","Fire"," ",409,59,59,58,90,70,73,6
655,"Delphox"," ","Fire","Psychic",534,75,69,72,114,100,104,6
656,"Froakie"," ","Water"," ",314,41,56,40,62,44,71,6
657,"Frogadier"," ","Water"," ",405,54,63,52,83,56,97,6
658,"Greninja"," ","Water","Dark",530,72,95,67,103,71,122,6
659,"Bunnelby"," ","Normal"," ",237,38,36,38,32,36,57,6
660,"Diggersby"," ","Normal","Ground",423,85,56,77,50,77,78,6
661,"Fletchling"," ","Normal","Flying",278,45,50,43,40,38,62,6
662,"Fletchinder"," ","Fire","Flying",382,62,73,55,56,52,84,6
663,"Talonflame"," ","Fire","Flying",499,78,81,71,74,69,126,6
664,"Scatterbug"," ","Bug"," ",200,38,35,40,27,25,35,6
665,"Spewpa"," ","Bug"," ",213,45,22,60,27,30,29,6
666,"Vivillon"," ","Bug","Flying",411,80,52,50,90,50,89,6
667,"Litleo"," ","Fire","Normal",369,62,50,58,73,54,72,6
668,"Pyroar"," ","Fire","Normal",507,86,68,72,109,66,106,6
669,"Flabébé"," ","Fairy"," ",303,44,38,39,61,79,42,6
670,"Floette"," ","Fairy"," ",371,54,45,47,75,98,52,6
671,"Florges"," ","Fairy"," ",552,78,65,68,112,154,75,6
672,"Skiddo"," ","Grass"," ",350,66,65,48,62,57,52,6
673,"Gogoat"," ","Grass"," ",531,123,100,62,97,81,68,6
674,"Pancham"," ","Fighting"," ",348,67,82,62,46,48,43,6
675,"Pangoro"," ","Fighting","Dark",495,95,124,78,69,71,58,6
676,"Furfrou"," ","Normal"," ",472,75,80,60,65,90,102,6
677,"Espurr"," ","Psychic"," ",355,62,48,54,63,60,68,6
678,"Meowstic","Male","Psychic"," ",466,74,48,76,83,81,104,6
678,"Meowstic","Female","Psychic"," ",466,74,48,76,83,81,104,6
679,"Honedge"," ","Steel","Ghost",325,45,80,100,35,37,28,6
680,"Doublade"," ","Steel","Ghost",448,59,110,150,45,49,35,6
681,"Aegislash","Shield Forme","Steel","Ghost",500,60,50,140,50,140,60,6
681,"Aegislash","Blade Forme","Steel","Ghost",500,60,140,50,140,50,60,6
682,"Spritzee"," ","Fairy"," ",341,78,52,60,63,65,23,6
683,"Aromatisse"," ","Fairy"," ",462,101,72,72,99,89,29,6
684,"Swirlix"," ","Fairy"," ",341,62,48,66,59,57,49,6
685,"Slurpuff"," ","Fairy"," ",480,82,80,86,85,75,72,6
686,"Inkay"," ","Dark","Psychic",288,53,54,53,37,46,45,6
687,"Malamar"," ","Dark","Psychic",482,86,92,88,68,75,73,6
688,"Binacle"," ","Rock","Water",306,42,52,67,39,56,50,6
689,"Barbaracle"," ","Rock","Water",500,72,105,115,54,86,68,6
690,"Skrelp"," ","Poison","Water",320,50,60,60,60,60,30,6
691,"Dragalge"," ","Poison","Dragon",494,65,75,90,97,123,44,6
692,"Clauncher"," ","Water"," ",330,50,53,62,58,63,44,6
693,"Clawitzer"," ","Water"," ",500,71,73,88,120,89,59,6
694,"Helioptile"," ","Electric","Normal",289,44,38,33,61,43,70,6
695,"Heliolisk"," ","Electric","Normal",481,62,55,52,109,94,109,6
696,"Tyrunt"," ","Rock","Dragon",362,58,89,77,45,45,48,6
697,"Tyrantrum"," ","Rock","Dragon",521,82,121,119,69,59,71,6
